distance_m,loss_db,throughput_kbps
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,66.0,10760.0
7.0,66.0,10760.0
7.0,67.0,10760.0
7.0,66.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,66.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,67.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,69.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,66.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,66.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,66.0,10760.0
7.0,67.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,67.0,10760.0
7.0,66.0,10760.0
7.0,66.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,66.0,10760.0
7.0,67.0,10760.0
7.0,66.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,66.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,71.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,67.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,72.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,71.0,10760.0
7.0,67.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,71.0,10760.0
7.0,68.0,10760.0
7.0,72.0,10760.0
7.0,72.0,10760.0
7.0,68.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,72.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,71.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,72.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,71.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,71.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,74.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,69.0,10760.0
7.0,71.0,10760.0
7.0,72.0,10760.0
7.0,71.0,10760.0
7.0,69.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,71.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,71.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,71.0,10760.0
7.0,68.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,71.0,10760.0
7.0,68.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,71.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,71.0,10760.0
7.0,71.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,70.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,69.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,69.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,69.0,10760.0
7.0,66.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,66.0,10760.0
7.0,65.0,10760.0
7.0,67.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,68.0,10760.0
7.0,67.0,10760.0
7.0,67.0,10760.0
7.0,66.0,10760.0
7.0,67.0,10760.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,71.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,67.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,71.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,71.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,72.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,71.0,11364.0
7.0,69.0,11364.0
7.0,71.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,67.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,71.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,71.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,71.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,72.0,11364.0
7.0,70.0,11364.0
7.0,71.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,71.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,71.0,11364.0
7.0,70.0,11364.0
7.0,71.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,71.0,11364.0
7.0,70.0,11364.0
7.0,71.0,11364.0
7.0,71.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,71.0,11364.0
7.0,71.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,71.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,71.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,71.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,71.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,70.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,66.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,66.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,66.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,66.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,66.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
7.0,69.0,11364.0
7.0,68.0,11364.0
7.0,68.0,11364.0
7.0,67.0,11364.0
7.0,67.0,11364.0
